time,equipment_id,temperature,vibration,status
2025-07-07 03:59:51,PUMP_002,50.0,11.72,normal
2025-07-07 03:59:51,CONV_001,42.7,5.06,normal
2025-07-07 03:59:51,ROBOT_001,54.1,1.15,normal
2025-07-07 04:01:51,MOTOR_001,58.9,2.46,normal
2025-07-07 04:01:51,MOTOR_002,65.8,9.62,normal
2025-07-07 04:01:51,PUMP_001,53.5,5.39,normal
2025-07-07 04:01:51,PUMP_002,57.6,11.43,normal
2025-07-07 04:01:51,CONV_001,47.0,4.41,normal
2025-07-07 04:01:51,ROBOT_001,53.7,1.59,normal
2025-07-07 04:03:51,MOTOR_001,65.7,0.1,normal
2025-07-07 04:03:51,MOTOR_002,67.4,5.06,normal
2025-07-07 04:03:51,PUMP_001,56.8,16.26,warning
2025-07-07 04:03:51,PUMP_002,57.8,5.01,normal
2025-07-07 04:03:51,CONV_001,48.6,4.43,normal
2025-07-07 04:03:51,ROBOT_001,43.6,1.92,normal
2025-07-07 04:05:51,MOTOR_001,59.1,8.49,normal
2025-07-07 04:05:51,MOTOR_002,65.3,7.67,normal
2025-07-07 04:05:51,PUMP_001,63.7,9.91,warning
2025-07-07 04:05:51,PUMP_002,61.0,6.79,normal
2025-07-07 04:05:51,CONV_001,39.2,4.11,normal
2025-07-07 04:05:51,ROBOT_001,45.2,1.65,normal
2025-07-07 04:07:51,MOTOR_001,62.5,6.48,normal
2025-07-07 04:07:51,MOTOR_002,75.0,6.62,critical
2025-07-07 04:07:51,PUMP_001,55.1,4.95,normal
2025-07-07 04:07:51,PUMP_002,56.8,5.61,normal
2025-07-07 04:07:51,CONV_001,39.7,3.77,normal
2025-07-07 04:07:51,ROBOT_001,62.3,0.1,warning
2025-07-07 04:09:51,MOTOR_001,63.9,0.1,normal
2025-07-07 04:09:51,MOTOR_002,61.2,3.26,normal
2025-07-07 04:09:51,PUMP_001,64.5,0.1,warning
2025-07-07 04:09:51,PUMP_002,47.6,2.82,normal
2025-07-07 04:09:51,CONV_001,43.9,4.55,normal
2025-07-07 04:09:51,ROBOT_001,52.1,2.76,normal
2025-07-07 04:11:51,MOTOR_001,67.8,4.66,warning
2025-07-07 04:11:51,MOTOR_002,46.4,6.99,normal
2025-07-07 04:11:51,PUMP_001,52.6,6.57,normal
2025-07-07 04:11:51,PUMP_002,53.8,3.86,normal
2025-07-07 04:11:51,CONV_001,51.7,3.82,normal
2025-07-07 04:11:51,ROBOT_001,48.8,1.43,normal
2025-07-07 04:13:51,MOTOR_001,47.7,3.37,normal
2025-07-07 04:13:51,MOTOR_002,62.7,7.76,normal
2025-07-07 04:13:51,PUMP_001,55.1,8.12,normal
2025-07-07 04:13:51,PUMP_002,55.8,5.82,normal
2025-07-07 04:13:51,CONV_001,46.1,4.96,normal
2025-07-07 04:13:51,ROBOT_001,63.8,4.86,warning
2025-07-07 04:15:51,MOTOR_001,56.8,9.47,normal
2025-07-07 04:15:51,MOTOR_002,71.8,5.62,warning
2025-07-07 04:15:51,PUMP_001,65.0,10.86,warning
2025-07-07 04:15:51,PUMP_002,56.4,8.99,normal
2025-07-07 04:15:51,CONV_001,43.5,2.59,normal
2025-07-07 04:15:51,ROBOT_001,51.8,4.92,normal
2025-07-07 04:17:51,MOTOR_001,63.1,2.48,normal
2025-07-07 04:17:51,MOTOR_002,49.7,2.88,normal
2025-07-07 04:17:51,PUMP_001,58.3,4.14,normal
2025-07-07 04:17:51,PUMP_002,64.1,9.43,warning
2025-07-07 04:17:51,CONV_001,45.2,5.09,normal
2025-07-07 04:17:51,ROBOT_001,55.8,3.32,normal
2025-07-07 04:19:51,MOTOR_001,66.1,8.34,normal
2025-07-07 04:19:51,MOTOR_002,51.9,6.98,normal
2025-07-07 04:19:51,PUMP_001,70.0,5.12,warning
2025-07-07 04:19:51,PUMP_002,65.3,6.8,warning
2025-07-07 04:19:51,CONV_001,45.1,1.52,normal
2025-07-07 04:19:51,ROBOT_001,46.7,2.27,normal
2025-07-07 04:21:51,MOTOR_001,67.8,4.53,warning
2025-07-07 04:21:51,MOTOR_002,73.4,6.25,warning
2025-07-07 04:21:51,PUMP_001,59.9,4.96,normal
2025-07-07 04:21:51,PUMP_002,57.2,11.16,normal
2025-07-07 04:21:51,CONV_001,41.7,5.18,normal
2025-07-07 04:21:51,ROBOT_001,55.1,0.5,normal
2025-07-07 04:23:51,MOTOR_001,70.2,11.33,warning
2025-07-07 04:23:51,MOTOR_002,62.4,0.1,normal
2025-07-07 04:23:51,PUMP_001,57.3,8.56,normal
2025-07-07 04:23:51,PUMP_002,53.3,5.07,normal
2025-07-07 04:23:51,CONV_001,46.8,0.1,normal
2025-07-07 04:23:51,ROBOT_001,51.2,3.34,normal
2025-07-07 04:25:51,MOTOR_001,69.2,1.21,warning
2025-07-07 04:25:51,MOTOR_002,65.9,1.21,normal
2025-07-07 04:25:51,PUMP_001,59.2,5.93,normal
2025-07-07 04:25:51,PUMP_002,66.1,2.65,warning
2025-07-07 04:25:51,CONV_001,51.6,1.22,normal
2025-07-07 04:25:51,ROBOT_001,45.1,2.8,normal
2025-07-07 04:27:51,MOTOR_001,71.6,5.69,warning
2025-07-07 04:27:51,MOTOR_002,65.7,1.95,normal
2025-07-07 04:27:51,PUMP_001,52.0,8.93,normal
2025-07-07 04:27:51,PUMP_002,67.1,5.09,warning
2025-07-07 04:27:51,CONV_001,55.6,4.75,warning
2025-07-07 04:27:51,ROBOT_001,50.5,3.56,normal
2025-07-07 04:29:51,MOTOR_001,68.1,0.1,warning
2025-07-07 04:29:51,MOTOR_002,66.0,4.58,normal
2025-07-07 04:29:51,PUMP_001,59.6,15.92,normal
2025-07-07 04:29:51,PUMP_002,64.1,13.05,warning
2025-07-07 04:29:51,CONV_001,33.6,8.34,critical
2025-07-07 04:29:51,ROBOT_001,53.1,0.1,normal
2025-07-07 04:31:51,MOTOR_001,63.0,5.25,normal
2025-07-07 04:31:51,MOTOR_002,65.1,7.75,normal
2025-07-07 04:31:51,PUMP_001,50.9,7.98,normal
2025-07-07 04:31:51,PUMP_002,64.9,8.35,warning
2025-07-07 04:31:51,CONV_001,59.1,0.92,warning
2025-07-07 04:31:51,ROBOT_001,51.8,0.93,normal
2025-07-07 04:33:51,MOTOR_001,58.3,0.1,normal
2025-07-07 04:33:51,MOTOR_002,65.6,5.27,normal
2025-07-07 04:33:51,PUMP_001,54.9,5.8,normal
2025-07-07 04:33:51,PUMP_002,54.5,13.0,normal
2025-07-07 04:33:51,CONV_001,42.2,5.3,normal
2025-07-07 04:33:51,ROBOT_001,63.9,3.76,warning
2025-07-07 04:35:51,MOTOR_001,62.7,3.85,normal
2025-07-07 04:35:51,MOTOR_002,58.4,2.98,normal
2025-07-07 04:35:51,PUMP_001,62.7,10.13,normal
2025-07-07 04:35:51,PUMP_002,71.3,15.44,critical
2025-07-07 04:35:51,CONV_001,33.3,6.78,normal
2025-07-07 04:35:51,ROBOT_001,50.3,0.1,normal
2025-07-07 04:37:51,MOTOR_001,66.4,4.92,normal
2025-07-07 04:37:51,MOTOR_002,64.5,0.91,normal
2025-07-07 04:37:51,PUMP_001,53.4,6.24,normal
2025-07-07 04:37:51,PUMP_002,53.7,13.36,normal
2025-07-07 04:37:51,CONV_001,48.9,3.85,normal
2025-07-07 04:37:51,ROBOT_001,55.3,3.75,normal
2025-07-07 04:39:51,MOTOR_001,67.9,9.51,warning
2025-07-07 04:39:51,MOTOR_002,56.8,3.47,normal
2025-07-07 04:39:51,PUMP_001,72.4,6.59,critical
2025-07-07 04:39:51,PUMP_002,62.3,11.55,normal
2025-07-07 04:39:51,CONV_001,59.6,0.1,warning
2025-07-07 04:39:51,ROBOT_001,63.9,4.01,warning
2025-07-07 04:41:51,MOTOR_001,52.2,6.18,normal
2025-07-07 04:41:51,MOTOR_002,68.7,5.52,warning
2025-07-07 04:41:51,PUMP_001,57.3,7.43,normal
2025-07-07 04:41:51,PUMP_002,64.0,6.78,warning
2025-07-07 04:41:51,CONV_001,52.7,4.61,normal
2025-07-07 04:41:51,ROBOT_001,55.9,6.28,critical
2025-07-07 04:43:51,MOTOR_001,58.1,3.41,normal
2025-07-07 04:43:51,MOTOR_002,53.3,0.1,normal
2025-07-07 04:43:51,PUMP_001,52.3,4.97,normal
2025-07-07 04:43:51,PUMP_002,61.6,11.8,normal
2025-07-07 04:43:51,CONV_001,47.7,0.32,normal
2025-07-07 04:43:51,ROBOT_001,69.4,2.54,critical
2025-07-07 04:45:51,MOTOR_001,63.2,0.56,normal
2025-07-07 04:45:51,MOTOR_002,69.6,0.1,warning
2025-07-07 04:45:51,PUMP_001,50.1,17.65,warning
2025-07-07 04:45:51,PUMP_002,64.6,10.25,warning
2025-07-07 04:45:51,CONV_001,45.3,1.63,normal
2025-07-07 04:45:51,ROBOT_001,56.1,3.97,normal
2025-07-07 04:47:51,MOTOR_001,74.8,8.35,warning
2025-07-07 04:47:51,MOTOR_002,68.0,6.08,warning
2025-07-07 04:47:51,PUMP_001,64.6,6.83,warning
2025-07-07 04:47:51,PUMP_002,59.6,3.27,normal
2025-07-07 04:47:51,CONV_001,55.0,3.01,warning
2025-07-07 04:47:51,ROBOT_001,60.5,0.1,warning
2025-07-07 04:49:51,MOTOR_001,64.0,8.25,normal
2025-07-07 04:49:51,MOTOR_002,63.2,5.89,normal
2025-07-07 04:49:51,PUMP_001,57.1,8.11,normal
2025-07-07 04:49:51,PUMP_002,55.9,10.64,normal
2025-07-07 04:49:51,CONV_001,43.8,1.82,normal
2025-07-07 04:49:51,ROBOT_001,59.8,4.56,warning
2025-07-07 04:51:51,MOTOR_001,61.5,8.99,normal
2025-07-07 04:51:51,MOTOR_002,61.3,3.86,normal
2025-07-07 04:51:51,PUMP_001,58.7,20.92,critical
2025-07-07 04:51:51,PUMP_002,54.9,11.36,normal
2025-07-07 04:51:51,CONV_001,53.8,2.17,normal
2025-07-07 04:51:51,ROBOT_001,54.7,2.32,normal
2025-07-07 04:53:51,MOTOR_001,66.3,3.48,normal
2025-07-07 04:53:51,MOTOR_002,71.2,1.56,warning
2025-07-07 04:53:51,PUMP_001,59.8,10.04,normal
2025-07-07 04:53:51,PUMP_002,61.1,12.64,normal
2025-07-07 04:53:51,CONV_001,45.3,0.1,normal
2025-07-07 04:53:51,ROBOT_001,49.4,3.13,normal
2025-07-07 04:55:51,MOTOR_001,59.6,3.57,normal
2025-07-07 04:55:51,MOTOR_002,67.8,4.56,warning
2025-07-07 04:55:51,PUMP_001,63.4,14.61,warning
2025-07-07 04:55:51,PUMP_002,58.1,12.32,normal
2025-07-07 04:55:51,CONV_001,39.4,1.19,normal
2025-07-07 04:55:51,ROBOT_001,45.2,2.33,normal
2025-07-07 04:57:51,MOTOR_001,65.3,5.89,normal
2025-07-07 04:57:51,MOTOR_002,66.1,7.51,normal
2025-07-07 04:57:51,PUMP_001,60.7,2.56,normal
2025-07-07 04:57:51,PUMP_002,64.3,5.66,warning
2025-07-07 04:57:51,CONV_001,50.1,5.67,normal
2025-07-07 04:57:51,ROBOT_001,54.0,0.1,normal
2025-07-07 04:59:51,MOTOR_001,64.6,0.8,normal
2025-07-07 04:59:51,MOTOR_002,61.7,5.89,normal
2025-07-07 04:59:51,PUMP_001,65.4,5.79,warning
2025-07-07 04:59:51,PUMP_002,58.2,7.63,normal
2025-07-07 04:59:51,CONV_001,47.8,5.05,normal
2025-07-07 04:59:51,ROBOT_001,59.2,3.73,warning
2025-07-07 05:01:51,MOTOR_001,62.3,5.93,normal
2025-07-07 05:01:51,MOTOR_002,60.0,2.59,normal
2025-07-07 05:01:51,PUMP_001,71.9,3.35,critical
2025-07-07 05:01:51,PUMP_002,61.4,5.68,normal
2025-07-07 05:01:51,CONV_001,34.6,3.81,normal
2025-07-07 05:01:51,ROBOT_001,52.9,1.58,normal
2025-07-07 05:03:51,MOTOR_001,57.4,4.88,normal
2025-07-07 05:03:51,MOTOR_002,58.1,0.4,normal
2025-07-07 05:03:51,PUMP_001,60.0,7.81,normal
2025-07-07 05:03:51,PUMP_002,57.0,11.54,normal
2025-07-07 05:03:51,CONV_001,54.5,0.96,warning
2025-07-07 05:03:51,ROBOT_001,54.8,2.14,normal
2025-07-07 05:05:51,MOTOR_001,71.8,5.72,warning
2025-07-07 05:05:51,MOTOR_002,62.9,9.71,normal
2025-07-07 05:05:51,PUMP_001,57.1,0.2,normal
2025-07-07 05:05:51,PUMP_002,56.2,2.13,normal
2025-07-07 05:05:51,CONV_001,48.3,4.0,normal
2025-07-07 05:05:51,ROBOT_001,56.9,4.69,normal
2025-07-07 05:07:51,MOTOR_001,68.3,0.34,warning
2025-07-07 05:07:51,MOTOR_002,58.9,3.12,normal
2025-07-07 05:07:51,PUMP_001,51.3,9.27,normal
2025-07-07 05:07:51,PUMP_002,53.9,6.92,normal
2025-07-07 05:07:51,CONV_001,36.1,6.45,normal
2025-07-07 05:07:51,ROBOT_001,51.0,1.43,normal
2025-07-07 05:09:51,MOTOR_001,61.5,2.33,normal
2025-07-07 05:09:51,MOTOR_002,61.5,9.65,normal
2025-07-07 05:09:51,PUMP_001,70.2,7.3,critical
2025-07-07 05:09:51,PUMP_002,62.0,8.46,normal
2025-07-07 05:09:51,CONV_001,49.5,7.82,warning
2025-07-07 05:09:51,ROBOT_001,58.5,1.4,normal
2025-07-07 05:11:51,MOTOR_001,59.8,0.1,normal
2025-07-07 05:11:51,MOTOR_002,72.5,5.94,warning
2025-07-07 05:11:51,PUMP_001,60.1,9.62,normal
2025-07-07 05:11:51,PUMP_002,51.3,5.54,normal
2025-07-07 05:11:51,CONV_001,50.5,3.94,normal
2025-07-07 05:11:51,ROBOT_001,59.8,0.49,warning
2025-07-07 05:13:51,MOTOR_001,56.9,2.64,normal
2025-07-07 05:13:51,MOTOR_002,65.7,4.84,normal
2025-07-07 05:13:51,PUMP_001,55.0,9.11,normal
2025-07-07 05:13:51,PUMP_002,65.4,9.47,warning
2025-07-07 05:13:51,CONV_001,39.3,3.31,normal
2025-07-07 05:13:51,ROBOT_001,46.5,4.02,normal
2025-07-07 05:15:51,MOTOR_001,60.2,3.5,normal
2025-07-07 05:15:51,MOTOR_002,70.6,3.83,warning
2025-07-07 05:15:51,PUMP_001,52.1,3.57,normal
2025-07-07 05:15:51,PUMP_002,69.9,6.96,warning
2025-07-07 05:15:51,CONV_001,47.4,1.37,normal
2025-07-07 05:15:51,ROBOT_001,62.1,3.24,warning
2025-07-07 05:17:51,MOTOR_001,70.6,3.39,warning
2025-07-07 05:17:51,MOTOR_002,67.1,8.43,normal
2025-07-07 05:17:51,PUMP_001,59.3,8.58,normal
2025-07-07 05:17:51,PUMP_002,58.0,9.75,normal
2025-07-07 05:17:51,CONV_001,49.1,1.79,normal
2025-07-07 05:17:51,ROBOT_001,58.9,0.1,warning
2025-07-07 05:19:51,MOTOR_001,62.8,8.49,normal
2025-07-07 05:19:51,MOTOR_002,75.6,4.73,critical
2025-07-07 05:19:51,PUMP_001,59.4,8.47,normal
2025-07-07 05:19:51,PUMP_002,55.2,13.92,normal
2025-07-07 05:19:51,CONV_001,39.8,2.76,normal
2025-07-07 05:19:51,ROBOT_001,58.6,2.92,warning
2025-07-07 05:21:51,MOTOR_001,54.0,4.22,normal
2025-07-07 05:21:51,MOTOR_002,64.0,5.28,normal
2025-07-07 05:21:51,PUMP_001,51.4,8.16,normal
2025-07-07 05:21:51,PUMP_002,61.1,7.18,normal
2025-07-07 05:21:51,CONV_001,51.0,0.1,normal
2025-07-07 05:21:51,ROBOT_001,51.0,1.34,normal
2025-07-07 05:23:51,MOTOR_001,65.3,8.83,normal
2025-07-07 05:23:51,MOTOR_002,58.0,1.68,normal
2025-07-07 05:23:51,PUMP_001,55.6,7.97,normal
2025-07-07 05:23:51,PUMP_002,66.8,6.5,warning
2025-07-07 05:23:51,CONV_001,51.7,0.34,normal
2025-07-07 05:23:51,ROBOT_001,52.9,3.41,normal
2025-07-07 05:25:51,MOTOR_001,74.6,1.59,warning
2025-07-07 05:25:51,MOTOR_002,60.8,4.73,normal
2025-07-07 05:25:51,PUMP_001,57.1,12.11,normal
2025-07-07 05:25:51,PUMP_002,59.8,0.1,normal
2025-07-07 05:25:51,CONV_001,54.3,2.72,warning
2025-07-07 05:25:51,ROBOT_001,51.7,2.48,normal
2025-07-07 05:27:51,MOTOR_001,73.1,4.65,warning
2025-07-07 05:27:51,MOTOR_002,63.2,4.61,normal
2025-07-07 05:27:51,PUMP_001,60.4,7.61,normal
2025-07-07 05:27:51,PUMP_002,57.9,11.08,normal
2025-07-07 05:27:51,CONV_001,44.5,0.1,normal
2025-07-07 05:27:51,ROBOT_001,52.0,0.1,normal
2025-07-07 05:29:51,MOTOR_001,62.6,11.2,warning
2025-07-07 05:29:51,MOTOR_002,69.3,7.49,warning
2025-07-07 05:29:51,PUMP_001,56.3,10.19,normal
2025-07-07 05:29:51,PUMP_002,54.0,7.48,normal
2025-07-07 05:29:51,CONV_001,45.5,2.79,normal
2025-07-07 05:29:51,ROBOT_001,40.6,4.1,normal
2025-07-07 05:31:51,MOTOR_001,61.8,5.47,normal
2025-07-07 05:31:51,MOTOR_002,53.2,5.78,normal
2025-07-07 05:31:51,PUMP_001,57.0,9.89,normal
2025-07-07 05:31:51,PUMP_002,53.2,12.37,normal
2025-07-07 05:31:51,CONV_001,46.4,8.0,critical
2025-07-07 05:31:51,ROBOT_001,55.1,0.85,normal
2025-07-07 05:33:51,MOTOR_001,63.9,3.24,normal
2025-07-07 05:33:51,MOTOR_002,61.9,0.1,normal
2025-07-07 05:33:51,PUMP_001,55.5,4.11,normal
2025-07-07 05:33:51,PUMP_002,57.1,6.52,normal
2025-07-07 05:33:51,CONV_001,37.6,2.37,normal
2025-07-07 05:33:51,ROBOT_001,52.8,1.6,normal
2025-07-07 05:35:51,MOTOR_001,67.6,4.68,warning
2025-07-07 05:35:51,MOTOR_002,65.4,6.38,normal
2025-07-07 05:35:51,PUMP_001,62.4,0.1,normal
2025-07-07 05:35:51,PUMP_002,62.2,10.72,normal
2025-07-07 05:35:51,CONV_001,39.6,2.56,normal
2025-07-07 05:35:51,ROBOT_001,55.2,4.45,normal
2025-07-07 05:37:51,MOTOR_001,64.3,7.63,normal
2025-07-07 05:37:51,MOTOR_002,64.3,3.98,normal
2025-07-07 05:37:51,PUMP_001,62.1,3.37,normal
2025-07-07 05:37:51,PUMP_002,49.4,6.2,normal
2025-07-07 05:37:51,CONV_001,51.4,4.4,normal
2025-07-07 05:37:51,ROBOT_001,60.5,1.64,warning
2025-07-07 05:39:51,MOTOR_001,61.2,6.11,normal
2025-07-07 05:39:51,MOTOR_002,58.9,0.34,normal
2025-07-07 05:39:51,PUMP_001,56.3,6.83,normal
2025-07-07 05:39:51,PUMP_002,63.5,8.77,warning
2025-07-07 05:39:51,CONV_001,58.4,4.5,warning
2025-07-07 05:39:51,ROBOT_001,55.2,3.22,normal
2025-07-07 05:41:51,MOTOR_001,78.4,6.56,critical
2025-07-07 05:41:51,MOTOR_002,58.1,3.66,normal
2025-07-07 05:41:51,PUMP_001,65.4,10.23,warning
2025-07-07 05:41:51,PUMP_002,53.7,8.4,normal
2025-07-07 05:41:51,CONV_001,42.1,5.24,normal
2025-07-07 05:41:51,ROBOT_001,57.5,2.11,normal
2025-07-07 05:43:51,MOTOR_001,57.6,7.64,normal
2025-07-07 05:43:51,MOTOR_002,58.9,7.48,normal
2025-07-07 05:43:51,PUMP_001,66.1,10.07,warning
2025-07-07 05:43:51,PUMP_002,55.9,0.15,normal
2025-07-07 05:43:51,CONV_001,52.4,3.22,normal
2025-07-07 05:43:51,ROBOT_001,53.2,0.44,normal
2025-07-07 05:45:51,MOTOR_001,61.4,9.48,normal
2025-07-07 05:45:51,MOTOR_002,66.1,6.84,normal
2025-07-07 05:45:51,PUMP_001,46.4,3.34,normal
2025-07-07 05:45:51,PUMP_002,68.4,7.78,warning
2025-07-07 05:45:51,CONV_001,42.8,5.43,normal
2025-07-07 05:45:51,ROBOT_001,45.2,3.55,normal
2025-07-07 05:47:51,MOTOR_001,50.6,7.74,normal
2025-07-07 05:47:51,MOTOR_002,76.5,3.62,critical
2025-07-07 05:47:51,PUMP_001,63.8,10.99,warning
2025-07-07 05:47:51,PUMP_002,60.4,10.11,normal
2025-07-07 05:47:51,CONV_001,41.9,3.94,normal
2025-07-07 05:47:51,ROBOT_001,55.9,4.18,normal
2025-07-07 05:49:51,MOTOR_001,66.7,5.58,normal
2025-07-07 05:49:51,MOTOR_002,64.9,6.8,normal
2025-07-07 05:49:51,PUMP_001,52.7,9.27,normal
2025-07-07 05:49:51,PUMP_002,58.7,0.1,normal
2025-07-07 05:49:51,CONV_001,51.4,3.87,normal
2025-07-07 05:49:51,ROBOT_001,50.2,2.71,normal
2025-07-07 05:51:51,MOTOR_001,53.9,1.64,normal
2025-07-07 05:51:51,MOTOR_002,52.6,2.81,normal
2025-07-07 05:51:51,PUMP_001,60.2,0.1,normal
2025-07-07 05:51:51,PUMP_002,60.7,6.54,normal
2025-07-07 05:51:51,CONV_001,45.5,4.17,normal
2025-07-07 05:51:51,ROBOT_001,47.2,1.59,normal
2025-07-07 05:53:51,MOTOR_001,63.0,0.97,normal
2025-07-07 05:53:51,MOTOR_002,59.4,2.18,normal
2025-07-07 05:53:51,PUMP_001,55.2,5.65,normal
2025-07-07 05:53:51,PUMP_002,54.5,3.77,normal
2025-07-07 05:53:51,CONV_001,44.8,0.76,normal
2025-07-07 05:53:51,ROBOT_001,51.9,0.1,normal
2025-07-07 05:55:51,MOTOR_001,63.7,4.4,normal
2025-07-07 05:55:51,MOTOR_002,66.9,6.97,normal
2025-07-07 05:55:51,PUMP_001,53.7,9.13,normal
2025-07-07 05:55:51,PUMP_002,61.6,7.86,normal
2025-07-07 05:55:51,CONV_001,59.0,1.58,warning
2025-07-07 05:55:51,ROBOT_001,55.9,0.1,normal
2025-07-07 05:57:51,MOTOR_001,62.6,1.23,normal
2025-07-07 05:57:51,MOTOR_002,59.0,0.1,normal
2025-07-07 05:57:51,PUMP_001,61.7,2.56,normal
2025-07-07 05:57:51,PUMP_002,60.7,7.02,normal
2025-07-07 05:57:51,CONV_001,49.6,5.57,normal
2025-07-07 05:57:51,ROBOT_001,57.5,3.52,normal
2025-07-07 05:59:51,MOTOR_001,63.0,7.47,normal
2025-07-07 05:59:51,MOTOR_002,65.8,9.28,normal
2025-07-07 05:59:51,PUMP_001,71.2,9.13,critical
2025-07-07 05:59:51,PUMP_002,63.8,8.71,warning
2025-07-07 05:59:51,CONV_001,31.9,0.25,normal
2025-07-07 05:59:51,ROBOT_001,46.9,0.93,normal
2025-07-07 06:01:51,MOTOR_001,55.5,8.38,normal
2025-07-07 06:01:51,MOTOR_002,64.8,8.75,normal
2025-07-07 06:01:51,PUMP_001,55.4,16.0,normal
2025-07-07 06:01:51,PUMP_002,52.8,7.0,normal
2025-07-07 06:01:51,CONV_001,43.6,4.48,normal
2025-07-07 06:01:51,ROBOT_001,52.8,4.42,normal
2025-07-07 06:03:51,MOTOR_001,63.0,7.07,normal
2025-07-07 06:03:51,MOTOR_002,62.2,10.65,normal
2025-07-07 06:03:51,PUMP_001,62.4,9.6,normal
2025-07-07 06:03:51,PUMP_002,55.1,8.74,normal
2025-07-07 06:03:51,CONV_001,51.8,2.16,normal
2025-07-07 06:03:51,ROBOT_001,53.3,2.89,normal
2025-07-07 06:05:51,MOTOR_001,54.8,4.41,normal
2025-07-07 06:05:51,MOTOR_002,55.5,8.33,normal
2025-07-07 06:05:51,PUMP_001,54.8,11.53,normal
2025-07-07 06:05:51,PUMP_002,46.4,15.13,normal
2025-07-07 06:05:51,CONV_001,45.0,2.59,normal
2025-07-07 06:05:51,ROBOT_001,52.2,4.91,normal
2025-07-07 06:07:51,MOTOR_001,71.4,11.85,warning
2025-07-07 06:07:51,MOTOR_002,61.7,8.79,normal
2025-07-07 06:07:51,PUMP_001,49.4,13.87,normal
2025-07-07 06:07:51,PUMP_002,49.2,14.1,normal
2025-07-07 06:07:51,CONV_001,50.7,3.27,normal
2025-07-07 06:07:51,ROBOT_001,62.1,1.83,warning
2025-07-07 06:09:51,MOTOR_001,65.3,4.75,normal
2025-07-07 06:09:51,MOTOR_002,78.2,1.54,critical
2025-07-07 06:09:51,PUMP_001,53.9,9.37,normal
2025-07-07 06:09:51,PUMP_002,62.8,14.23,normal
2025-07-07 06:09:51,CONV_001,47.0,0.11,normal
2025-07-07 06:09:51,ROBOT_001,66.1,5.19,critical
2025-07-07 06:11:51,MOTOR_001,66.4,4.89,normal
2025-07-07 06:11:51,MOTOR_002,59.6,9.62,normal
2025-07-07 06:11:51,PUMP_001,59.8,7.52,normal
2025-07-07 06:11:51,PUMP_002,62.5,7.72,normal
2025-07-07 06:11:51,CONV_001,49.8,4.7,normal
2025-07-07 06:11:51,ROBOT_001,60.2,5.79,warning
2025-07-07 06:13:51,MOTOR_001,57.0,10.96,warning
2025-07-07 06:13:51,MOTOR_002,75.2,8.87,critical
2025-07-07 06:13:51,PUMP_001,66.1,13.08,warning
2025-07-07 06:13:51,PUMP_002,70.7,9.0,critical
2025-07-07 06:13:51,CONV_001,48.0,5.04,normal
2025-07-07 06:13:51,ROBOT_001,54.9,4.12,normal
2025-07-07 06:15:51,MOTOR_001,74.3,10.9,warning
2025-07-07 06:15:51,MOTOR_002,67.8,6.15,warning
2025-07-07 06:15:51,PUMP_001,64.9,16.99,warning
2025-07-07 06:15:51,PUMP_002,70.8,7.25,critical
2025-07-07 06:15:51,CONV_001,52.1,2.08,normal
2025-07-07 06:15:51,ROBOT_001,53.7,0.92,normal
2025-07-07 06:17:51,MOTOR_001,54.2,5.69,normal
2025-07-07 06:17:51,MOTOR_002,70.2,5.59,warning
2025-07-07 06:17:51,PUMP_001,63.0,11.26,normal
2025-07-07 06:17:51,PUMP_002,59.7,12.67,normal
2025-07-07 06:17:51,CONV_001,45.3,2.64,normal
2025-07-07 06:17:51,ROBOT_001,58.8,6.96,critical
2025-07-07 06:19:51,MOTOR_001,54.5,11.5,warning
2025-07-07 06:19:51,MOTOR_002,67.4,12.29,critical
2025-07-07 06:19:51,PUMP_001,59.1,15.32,normal
2025-07-07 06:19:51,PUMP_002,57.7,8.24,normal
2025-07-07 06:19:51,CONV_001,53.3,5.85,normal
2025-07-07 06:19:51,ROBOT_001,57.5,2.87,normal
2025-07-07 06:21:51,MOTOR_001,57.3,6.52,normal
2025-07-07 06:21:51,MOTOR_002,68.6,1.17,warning
2025-07-07 06:21:51,PUMP_001,54.8,7.28,normal
2025-07-07 06:21:51,PUMP_002,68.2,0.1,warning
2025-07-07 06:21:51,CONV_001,49.7,0.1,normal
2025-07-07 06:21:51,ROBOT_001,48.4,3.53,normal
2025-07-07 06:23:51,MOTOR_001,53.8,7.81,normal
2025-07-07 06:23:51,MOTOR_002,75.9,6.39,critical
2025-07-07 06:23:51,PUMP_001,59.5,9.55,normal
2025-07-07 06:23:51,PUMP_002,51.5,7.34,normal
2025-07-07 06:23:51,CONV_001,59.1,6.62,warning
2025-07-07 06:23:51,ROBOT_001,56.4,5.94,warning
2025-07-07 06:25:51,MOTOR_001,68.1,6.64,warning
2025-07-07 06:25:51,MOTOR_002,58.1,6.12,normal
2025-07-07 06:25:51,PUMP_001,63.9,7.7,warning
2025-07-07 06:25:51,PUMP_002,62.4,12.3,normal
2025-07-07 06:25:51,CONV_001,47.1,5.57,normal
2025-07-07 06:25:51,ROBOT_001,63.3,4.84,warning
2025-07-07 06:27:51,MOTOR_001,62.1,6.23,normal
2025-07-07 06:27:51,MOTOR_002,63.3,3.02,normal
2025-07-07 06:27:51,PUMP_001,60.0,14.25,normal
2025-07-07 06:27:51,PUMP_002,59.8,11.31,normal
2025-07-07 06:27:51,CONV_001,51.0,2.23,normal
