time,equipment_id,sensor_type,value,unit,status
2025-06-30 11:41:37,CONV_001,vibration,5.94,hz,normal
2025-06-30 11:41:37,CONV_002,temperature,49.0,celsius,normal
2025-06-30 11:41:37,CONV_002,vibration,5.99,hz,normal
2025-06-30 11:41:37,ROBOT_001,temperature,41.7,celsius,normal
2025-06-30 11:41:37,ROBOT_001,vibration,1.99,hz,normal
2025-06-30 11:41:37,ROBOT_002,temperature,55.5,celsius,normal
2025-06-30 11:41:37,ROBOT_002,vibration,4.04,hz,normal
2025-06-30 11:41:37,COMP_001,temperature,78.2,celsius,normal
2025-06-30 11:41:37,COMP_001,vibration,12.75,hz,normal
2025-06-30 11:41:37,COMP_001,pressure,7.0,bar,normal
2025-06-30 11:41:37,HVAC_001,temperature,21.6,celsius,normal
2025-06-30 11:41:37,HVAC_001,vibration,1.93,hz,normal
2025-06-30 11:46:37,MOTOR_001,temperature,61.3,celsius,normal
2025-06-30 11:46:37,MOTOR_001,vibration,8.51,hz,normal
2025-06-30 11:46:37,MOTOR_002,temperature,66.8,celsius,normal
2025-06-30 11:46:37,MOTOR_002,vibration,5.48,hz,normal
2025-06-30 11:46:37,PUMP_001,temperature,56.8,celsius,normal
2025-06-30 11:46:37,PUMP_001,vibration,7.11,hz,normal
2025-06-30 11:46:37,PUMP_001,pressure,207.8,bar,normal
2025-06-30 11:46:37,PUMP_002,temperature,50.7,celsius,normal
2025-06-30 11:46:37,PUMP_002,vibration,12.73,hz,normal
2025-06-30 11:46:37,PUMP_002,pressure,198.3,bar,normal
2025-06-30 11:46:37,CONV_001,temperature,42.3,celsius,normal
2025-06-30 11:46:37,CONV_001,vibration,2.27,hz,normal
2025-06-30 11:46:37,CONV_002,temperature,33.4,celsius,normal
2025-06-30 11:46:37,CONV_002,vibration,5.22,hz,normal
2025-06-30 11:46:37,ROBOT_001,temperature,44.1,celsius,normal
2025-06-30 11:46:37,ROBOT_001,vibration,2.94,hz,normal
2025-06-30 11:46:37,ROBOT_002,temperature,43.1,celsius,normal
2025-06-30 11:46:37,ROBOT_002,vibration,4.94,hz,normal
2025-06-30 11:46:37,COMP_001,temperature,68.6,celsius,normal
2025-06-30 11:46:37,COMP_001,vibration,17.56,hz,normal
2025-06-30 11:46:37,COMP_001,pressure,6.6,bar,normal
2025-06-30 11:46:37,HVAC_001,temperature,23.3,celsius,normal
2025-06-30 11:46:37,HVAC_001,vibration,2.57,hz,normal
2025-06-30 11:51:37,MOTOR_001,temperature,64.0,celsius,normal
2025-06-30 11:51:37,MOTOR_001,vibration,5.37,hz,normal
2025-06-30 11:51:37,MOTOR_002,temperature,62.1,celsius,normal
2025-06-30 11:51:37,MOTOR_002,vibration,5.53,hz,normal
2025-06-30 11:51:37,PUMP_001,temperature,48.2,celsius,normal
2025-06-30 11:51:37,PUMP_001,vibration,9.21,hz,normal
2025-06-30 11:51:37,PUMP_001,pressure,198.5,bar,normal
2025-06-30 11:51:37,PUMP_002,temperature,56.7,celsius,normal
2025-06-30 11:51:37,PUMP_002,vibration,15.33,hz,normal
2025-06-30 11:51:37,PUMP_002,pressure,212.4,bar,normal
2025-06-30 11:51:37,CONV_001,temperature,32.4,celsius,normal
2025-06-30 11:51:37,CONV_001,vibration,4.32,hz,normal
2025-06-30 11:51:37,CONV_002,temperature,45.7,celsius,normal
2025-06-30 11:51:37,CONV_002,vibration,2.08,hz,normal
2025-06-30 11:51:37,ROBOT_001,temperature,50.8,celsius,normal
2025-06-30 11:51:37,ROBOT_001,vibration,4.99,hz,normal
2025-06-30 11:51:37,ROBOT_002,temperature,54.8,celsius,normal
2025-06-30 11:51:37,ROBOT_002,vibration,3.2,hz,normal
2025-06-30 11:51:37,COMP_001,temperature,66.4,celsius,normal
2025-06-30 11:51:37,COMP_001,vibration,11.39,hz,normal
2025-06-30 11:51:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 11:51:37,HVAC_001,temperature,20.1,celsius,normal
2025-06-30 11:51:37,HVAC_001,vibration,3.05,hz,normal
2025-06-30 11:56:37,MOTOR_001,temperature,69.2,celsius,normal
2025-06-30 11:56:37,MOTOR_001,vibration,6.35,hz,normal
2025-06-30 11:56:37,MOTOR_002,temperature,53.6,celsius,normal
2025-06-30 11:56:37,MOTOR_002,vibration,7.28,hz,normal
2025-06-30 11:56:37,PUMP_001,temperature,57.0,celsius,normal
2025-06-30 11:56:37,PUMP_001,vibration,15.29,hz,normal
2025-06-30 11:56:37,PUMP_001,pressure,205.4,bar,normal
2025-06-30 11:56:37,PUMP_002,temperature,55.7,celsius,normal
2025-06-30 11:56:37,PUMP_002,vibration,7.14,hz,normal
2025-06-30 11:56:37,PUMP_002,pressure,202.0,bar,normal
2025-06-30 11:56:37,CONV_001,temperature,32.3,celsius,normal
2025-06-30 11:56:37,CONV_001,vibration,1.76,hz,normal
2025-06-30 11:56:37,CONV_002,temperature,44.5,celsius,normal
2025-06-30 11:56:37,CONV_002,vibration,2.27,hz,normal
2025-06-30 11:56:37,ROBOT_001,temperature,54.8,celsius,normal
2025-06-30 11:56:37,ROBOT_001,vibration,1.51,hz,normal
2025-06-30 11:56:37,ROBOT_002,temperature,51.0,celsius,normal
2025-06-30 11:56:37,ROBOT_002,vibration,5.06,hz,normal
2025-06-30 11:56:37,COMP_001,temperature,67.1,celsius,normal
2025-06-30 11:56:37,COMP_001,vibration,17.19,hz,normal
2025-06-30 11:56:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 11:56:37,HVAC_001,temperature,23.5,celsius,normal
2025-06-30 11:56:37,HVAC_001,vibration,2.39,hz,normal
2025-06-30 12:01:37,MOTOR_001,temperature,51.1,celsius,normal
2025-06-30 12:01:37,MOTOR_001,vibration,6.68,hz,normal
2025-06-30 12:01:37,MOTOR_002,temperature,67.7,celsius,normal
2025-06-30 12:01:37,MOTOR_002,vibration,8.71,hz,normal
2025-06-30 12:01:37,PUMP_001,temperature,52.0,celsius,normal
2025-06-30 12:01:37,PUMP_001,vibration,7.4,hz,normal
2025-06-30 12:01:37,PUMP_001,pressure,217.4,bar,normal
2025-06-30 12:01:37,PUMP_002,temperature,57.6,celsius,normal
2025-06-30 12:01:37,PUMP_002,vibration,16.64,hz,normal
2025-06-30 12:01:37,PUMP_002,pressure,211.6,bar,normal
2025-06-30 12:01:37,CONV_001,temperature,42.4,celsius,normal
2025-06-30 12:01:37,CONV_001,vibration,4.69,hz,normal
2025-06-30 12:01:37,CONV_002,temperature,41.2,celsius,normal
2025-06-30 12:01:37,CONV_002,vibration,2.78,hz,normal
2025-06-30 12:01:37,ROBOT_001,temperature,45.8,celsius,normal
2025-06-30 12:01:37,ROBOT_001,vibration,5.32,hz,normal
2025-06-30 12:01:37,ROBOT_002,temperature,54.4,celsius,normal
2025-06-30 12:01:37,ROBOT_002,vibration,1.96,hz,normal
2025-06-30 12:01:37,COMP_001,temperature,66.4,celsius,normal
2025-06-30 12:01:37,COMP_001,vibration,12.09,hz,normal
2025-06-30 12:01:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 12:01:37,HVAC_001,temperature,19.4,celsius,normal
2025-06-30 12:01:37,HVAC_001,vibration,1.4,hz,normal
2025-06-30 12:06:37,MOTOR_001,temperature,60.0,celsius,normal
2025-06-30 12:06:37,MOTOR_001,vibration,7.05,hz,normal
2025-06-30 12:06:37,MOTOR_002,temperature,60.7,celsius,normal
2025-06-30 12:06:37,MOTOR_002,vibration,3.93,hz,normal
2025-06-30 12:06:37,PUMP_001,temperature,47.4,celsius,normal
2025-06-30 12:06:37,PUMP_001,vibration,15.25,hz,normal
2025-06-30 12:06:37,PUMP_001,pressure,200.3,bar,normal
2025-06-30 12:06:37,PUMP_002,temperature,59.9,celsius,normal
2025-06-30 12:06:37,PUMP_002,vibration,7.46,hz,normal
2025-06-30 12:06:37,PUMP_002,pressure,218.5,bar,normal
2025-06-30 12:06:37,CONV_001,temperature,47.9,celsius,normal
2025-06-30 12:06:37,CONV_001,vibration,2.89,hz,normal
2025-06-30 12:06:37,CONV_002,temperature,37.1,celsius,normal
2025-06-30 12:06:37,CONV_002,vibration,5.37,hz,normal
2025-06-30 12:06:37,ROBOT_001,temperature,53.3,celsius,normal
2025-06-30 12:06:37,ROBOT_001,vibration,2.05,hz,normal
2025-06-30 12:06:37,ROBOT_002,temperature,54.7,celsius,normal
2025-06-30 12:06:37,ROBOT_002,vibration,5.44,hz,normal
2025-06-30 12:06:37,COMP_001,temperature,77.4,celsius,normal
2025-06-30 12:06:37,COMP_001,vibration,13.73,hz,normal
2025-06-30 12:06:37,COMP_001,pressure,6.8,bar,normal
2025-06-30 12:06:37,HVAC_001,temperature,19.3,celsius,normal
2025-06-30 12:06:37,HVAC_001,vibration,1.62,hz,normal
2025-06-30 12:11:37,MOTOR_001,temperature,54.1,celsius,normal
2025-06-30 12:11:37,MOTOR_001,vibration,5.48,hz,normal
2025-06-30 12:11:37,MOTOR_002,temperature,60.9,celsius,normal
2025-06-30 12:11:37,MOTOR_002,vibration,9.22,hz,normal
2025-06-30 12:11:37,PUMP_001,temperature,49.1,celsius,normal
2025-06-30 12:11:37,PUMP_001,vibration,9.73,hz,normal
2025-06-30 12:11:37,PUMP_001,pressure,214.6,bar,normal
2025-06-30 12:11:37,PUMP_002,temperature,45.9,celsius,normal
2025-06-30 12:11:37,PUMP_002,vibration,8.8,hz,normal
2025-06-30 12:11:37,PUMP_002,pressure,204.4,bar,normal
2025-06-30 12:11:37,CONV_001,temperature,47.4,celsius,normal
2025-06-30 12:11:37,CONV_001,vibration,5.83,hz,normal
2025-06-30 12:11:37,CONV_002,temperature,47.4,celsius,normal
2025-06-30 12:11:37,CONV_002,vibration,5.46,hz,normal
2025-06-30 12:11:37,ROBOT_001,temperature,53.1,celsius,normal
2025-06-30 12:11:37,ROBOT_001,vibration,1.63,hz,normal
2025-06-30 12:11:37,ROBOT_002,temperature,50.1,celsius,normal
2025-06-30 12:11:37,ROBOT_002,vibration,4.62,hz,normal
2025-06-30 12:11:37,COMP_001,temperature,75.9,celsius,normal
2025-06-30 12:11:37,COMP_001,vibration,19.11,hz,normal
2025-06-30 12:11:37,COMP_001,pressure,6.9,bar,normal
2025-06-30 12:11:37,HVAC_001,temperature,19.8,celsius,normal
2025-06-30 12:11:37,HVAC_001,vibration,3.27,hz,normal
2025-06-30 12:16:37,MOTOR_001,temperature,51.1,celsius,normal
2025-06-30 12:16:37,MOTOR_001,vibration,4.55,hz,normal
2025-06-30 12:16:37,MOTOR_002,temperature,65.0,celsius,normal
2025-06-30 12:16:37,MOTOR_002,vibration,5.76,hz,normal
2025-06-30 12:16:37,PUMP_001,temperature,52.2,celsius,normal
2025-06-30 12:16:37,PUMP_001,vibration,8.3,hz,normal
2025-06-30 12:16:37,PUMP_001,pressure,200.5,bar,normal
2025-06-30 12:16:37,PUMP_002,temperature,53.7,celsius,normal
2025-06-30 12:16:37,PUMP_002,vibration,15.26,hz,normal
2025-06-30 12:16:37,PUMP_002,pressure,205.8,bar,normal
2025-06-30 12:16:37,CONV_001,temperature,33.1,celsius,normal
2025-06-30 12:16:37,CONV_001,vibration,4.73,hz,normal
2025-06-30 12:16:37,CONV_002,temperature,41.4,celsius,normal
2025-06-30 12:16:37,CONV_002,vibration,1.99,hz,normal
2025-06-30 12:16:37,ROBOT_001,temperature,47.9,celsius,normal
2025-06-30 12:16:37,ROBOT_001,vibration,4.66,hz,normal
2025-06-30 12:16:37,ROBOT_002,temperature,50.8,celsius,normal
2025-06-30 12:16:37,ROBOT_002,vibration,3.33,hz,normal
2025-06-30 12:16:37,COMP_001,temperature,68.8,celsius,normal
2025-06-30 12:16:37,COMP_001,vibration,20.4,hz,normal
2025-06-30 12:16:37,COMP_001,pressure,6.9,bar,normal
2025-06-30 12:16:37,HVAC_001,temperature,20.5,celsius,normal
2025-06-30 12:16:37,HVAC_001,vibration,1.39,hz,normal
2025-06-30 12:21:37,MOTOR_001,temperature,51.0,celsius,normal
2025-06-30 12:21:37,MOTOR_001,vibration,5.86,hz,normal
2025-06-30 12:21:37,MOTOR_002,temperature,63.8,celsius,normal
2025-06-30 12:21:37,MOTOR_002,vibration,10.28,hz,normal
2025-06-30 12:21:37,PUMP_001,temperature,55.8,celsius,normal
2025-06-30 12:21:37,PUMP_001,vibration,7.69,hz,normal
2025-06-30 12:21:37,PUMP_001,pressure,212.4,bar,normal
2025-06-30 12:21:37,PUMP_002,temperature,56.2,celsius,normal
2025-06-30 12:21:37,PUMP_002,vibration,11.06,hz,normal
2025-06-30 12:21:37,PUMP_002,pressure,213.8,bar,normal
2025-06-30 12:21:37,CONV_001,temperature,45.8,celsius,normal
2025-06-30 12:21:37,CONV_001,vibration,5.81,hz,normal
2025-06-30 12:21:37,CONV_002,temperature,45.7,celsius,normal
2025-06-30 12:21:37,CONV_002,vibration,6.67,hz,normal
2025-06-30 12:21:37,ROBOT_001,temperature,54.6,celsius,normal
2025-06-30 12:21:37,ROBOT_001,vibration,2.51,hz,normal
2025-06-30 12:21:37,ROBOT_002,temperature,51.7,celsius,normal
2025-06-30 12:21:37,ROBOT_002,vibration,3.56,hz,normal
2025-06-30 12:21:37,COMP_001,temperature,75.3,celsius,normal
2025-06-30 12:21:37,COMP_001,vibration,19.81,hz,normal
2025-06-30 12:21:37,COMP_001,pressure,6.6,bar,normal
2025-06-30 12:21:37,HVAC_001,temperature,22.7,celsius,normal
2025-06-30 12:21:37,HVAC_001,vibration,3.18,hz,normal
2025-06-30 12:26:37,MOTOR_001,temperature,52.4,celsius,normal
2025-06-30 12:26:37,MOTOR_001,vibration,9.99,hz,normal
2025-06-30 12:26:37,MOTOR_002,temperature,52.2,celsius,normal
2025-06-30 12:26:37,MOTOR_002,vibration,3.38,hz,normal
2025-06-30 12:26:37,PUMP_001,temperature,56.5,celsius,normal
2025-06-30 12:26:37,PUMP_001,vibration,11.33,hz,normal
2025-06-30 12:26:37,PUMP_001,pressure,214.9,bar,normal
2025-06-30 12:26:37,PUMP_002,temperature,50.7,celsius,normal
2025-06-30 12:26:37,PUMP_002,vibration,12.23,hz,normal
2025-06-30 12:26:37,PUMP_002,pressure,203.7,bar,normal
2025-06-30 12:26:37,CONV_001,temperature,31.2,celsius,normal
2025-06-30 12:26:37,CONV_001,vibration,1.76,hz,normal
2025-06-30 12:26:37,CONV_002,temperature,40.6,celsius,normal
2025-06-30 12:26:37,CONV_002,vibration,5.98,hz,normal
2025-06-30 12:26:37,ROBOT_001,temperature,47.5,celsius,normal
2025-06-30 12:26:37,ROBOT_001,vibration,4.82,hz,normal
2025-06-30 12:26:37,ROBOT_002,temperature,52.3,celsius,normal
2025-06-30 12:26:37,ROBOT_002,vibration,3.8,hz,normal
2025-06-30 12:26:37,COMP_001,temperature,68.5,celsius,normal
2025-06-30 12:26:37,COMP_001,vibration,19.34,hz,normal
2025-06-30 12:26:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 12:26:37,HVAC_001,temperature,20.0,celsius,normal
2025-06-30 12:26:37,HVAC_001,vibration,2.06,hz,normal
2025-06-30 12:31:37,MOTOR_001,temperature,56.6,celsius,normal
2025-06-30 12:31:37,MOTOR_001,vibration,5.7,hz,normal
2025-06-30 12:31:37,MOTOR_002,temperature,61.8,celsius,normal
2025-06-30 12:31:37,MOTOR_002,vibration,9.38,hz,normal
2025-06-30 12:31:37,PUMP_001,temperature,52.1,celsius,normal
2025-06-30 12:31:37,PUMP_001,vibration,12.2,hz,normal
2025-06-30 12:31:37,PUMP_001,pressure,215.5,bar,normal
2025-06-30 12:31:37,PUMP_002,temperature,48.9,celsius,normal
2025-06-30 12:31:37,PUMP_002,vibration,8.21,hz,normal
2025-06-30 12:31:37,PUMP_002,pressure,205.7,bar,normal
2025-06-30 12:31:37,CONV_001,temperature,45.1,celsius,normal
2025-06-30 12:31:37,CONV_001,vibration,3.75,hz,normal
2025-06-30 12:31:37,CONV_002,temperature,40.1,celsius,normal
2025-06-30 12:31:37,CONV_002,vibration,6.94,hz,normal
2025-06-30 12:31:37,ROBOT_001,temperature,52.7,celsius,normal
2025-06-30 12:31:37,ROBOT_001,vibration,1.8,hz,normal
2025-06-30 12:31:37,ROBOT_002,temperature,52.2,celsius,normal
2025-06-30 12:31:37,ROBOT_002,vibration,2.84,hz,normal
2025-06-30 12:31:37,COMP_001,temperature,70.2,celsius,normal
2025-06-30 12:31:37,COMP_001,vibration,20.06,hz,normal
2025-06-30 12:31:37,COMP_001,pressure,7.0,bar,normal
2025-06-30 12:31:37,HVAC_001,temperature,19.5,celsius,normal
2025-06-30 12:31:37,HVAC_001,vibration,1.41,hz,normal
2025-06-30 12:36:37,MOTOR_001,temperature,67.1,celsius,normal
2025-06-30 12:36:37,MOTOR_001,vibration,3.24,hz,normal
2025-06-30 12:36:37,MOTOR_002,temperature,57.5,celsius,normal
2025-06-30 12:36:37,MOTOR_002,vibration,7.68,hz,normal
2025-06-30 12:36:37,PUMP_001,temperature,47.4,celsius,normal
2025-06-30 12:36:37,PUMP_001,vibration,10.39,hz,normal
2025-06-30 12:36:37,PUMP_001,pressure,213.7,bar,normal
2025-06-30 12:36:37,PUMP_002,temperature,48.3,celsius,normal
2025-06-30 12:36:37,PUMP_002,vibration,6.67,hz,normal
2025-06-30 12:36:37,PUMP_002,pressure,200.9,bar,normal
2025-06-30 12:36:37,CONV_001,temperature,37.3,celsius,normal
2025-06-30 12:36:37,CONV_001,vibration,6.1,hz,normal
2025-06-30 12:36:37,CONV_002,temperature,34.2,celsius,normal
2025-06-30 12:36:37,CONV_002,vibration,4.55,hz,normal
2025-06-30 12:36:37,ROBOT_001,temperature,44.0,celsius,normal
2025-06-30 12:36:37,ROBOT_001,vibration,3.98,hz,normal
2025-06-30 12:36:37,ROBOT_002,temperature,45.7,celsius,normal
2025-06-30 12:36:37,ROBOT_002,vibration,3.52,hz,normal
2025-06-30 12:36:37,COMP_001,temperature,73.7,celsius,normal
2025-06-30 12:36:37,COMP_001,vibration,18.94,hz,normal
2025-06-30 12:36:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 12:36:37,HVAC_001,temperature,19.6,celsius,normal
2025-06-30 12:36:37,HVAC_001,vibration,2.13,hz,normal
2025-06-30 12:41:37,MOTOR_001,temperature,65.8,celsius,normal
2025-06-30 12:41:37,MOTOR_001,vibration,4.18,hz,normal
2025-06-30 12:41:37,MOTOR_002,temperature,56.9,celsius,normal
2025-06-30 12:41:37,MOTOR_002,vibration,10.86,hz,normal
2025-06-30 12:41:37,PUMP_001,temperature,48.3,celsius,normal
2025-06-30 12:41:37,PUMP_001,vibration,6.62,hz,normal
2025-06-30 12:41:37,PUMP_001,pressure,211.5,bar,normal
2025-06-30 12:41:37,PUMP_002,temperature,57.1,celsius,normal
2025-06-30 12:41:37,PUMP_002,vibration,7.88,hz,normal
2025-06-30 12:41:37,PUMP_002,pressure,215.9,bar,normal
2025-06-30 12:41:37,CONV_001,temperature,42.5,celsius,normal
2025-06-30 12:41:37,CONV_001,vibration,6.77,hz,normal
2025-06-30 12:41:37,CONV_002,temperature,37.3,celsius,normal
2025-06-30 12:41:37,CONV_002,vibration,1.78,hz,normal
2025-06-30 12:41:37,ROBOT_001,temperature,44.8,celsius,normal
2025-06-30 12:41:37,ROBOT_001,vibration,5.26,hz,normal
2025-06-30 12:41:37,ROBOT_002,temperature,40.0,celsius,normal
2025-06-30 12:41:37,ROBOT_002,vibration,4.6,hz,normal
2025-06-30 12:41:37,COMP_001,temperature,78.6,celsius,normal
2025-06-30 12:41:37,COMP_001,vibration,19.66,hz,normal
2025-06-30 12:41:37,COMP_001,pressure,7.0,bar,normal
2025-06-30 12:41:37,HVAC_001,temperature,19.5,celsius,normal
2025-06-30 12:41:37,HVAC_001,vibration,3.08,hz,normal
2025-06-30 12:46:37,MOTOR_001,temperature,63.0,celsius,normal
2025-06-30 12:46:37,MOTOR_001,vibration,8.73,hz,normal
2025-06-30 12:46:37,MOTOR_002,temperature,56.7,celsius,normal
2025-06-30 12:46:37,MOTOR_002,vibration,4.29,hz,normal
2025-06-30 12:46:37,PUMP_001,temperature,58.1,celsius,normal
2025-06-30 12:46:37,PUMP_001,vibration,10.93,hz,normal
2025-06-30 12:46:37,PUMP_001,pressure,215.9,bar,normal
2025-06-30 12:46:37,PUMP_002,temperature,48.8,celsius,normal
2025-06-30 12:46:37,PUMP_002,vibration,10.39,hz,normal
2025-06-30 12:46:37,PUMP_002,pressure,198.8,bar,normal
2025-06-30 12:46:37,CONV_001,temperature,41.6,celsius,normal
2025-06-30 12:46:37,CONV_001,vibration,6.91,hz,normal
2025-06-30 12:46:37,CONV_002,temperature,41.1,celsius,normal
2025-06-30 12:46:37,CONV_002,vibration,5.84,hz,normal
2025-06-30 12:46:37,ROBOT_001,temperature,54.0,celsius,normal
2025-06-30 12:46:37,ROBOT_001,vibration,5.01,hz,normal
2025-06-30 12:46:37,ROBOT_002,temperature,47.9,celsius,normal
2025-06-30 12:46:37,ROBOT_002,vibration,2.47,hz,normal
2025-06-30 12:46:37,COMP_001,temperature,67.7,celsius,normal
2025-06-30 12:46:37,COMP_001,vibration,9.88,hz,normal
2025-06-30 12:46:37,COMP_001,pressure,7.0,bar,normal
2025-06-30 12:46:37,HVAC_001,temperature,22.7,celsius,normal
2025-06-30 12:46:37,HVAC_001,vibration,3.42,hz,normal
2025-06-30 12:51:37,MOTOR_001,temperature,66.4,celsius,normal
2025-06-30 12:51:37,MOTOR_001,vibration,6.57,hz,normal
2025-06-30 12:51:37,MOTOR_002,temperature,67.0,celsius,normal
2025-06-30 12:51:37,MOTOR_002,vibration,7.31,hz,normal
2025-06-30 12:51:37,PUMP_001,temperature,47.9,celsius,normal
2025-06-30 12:51:37,PUMP_001,vibration,13.18,hz,normal
2025-06-30 12:51:37,PUMP_001,pressure,220.8,bar,normal
2025-06-30 12:51:37,PUMP_002,temperature,54.9,celsius,normal
2025-06-30 12:51:37,PUMP_002,vibration,8.49,hz,normal
2025-06-30 12:51:37,PUMP_002,pressure,205.6,bar,normal
2025-06-30 12:51:37,CONV_001,temperature,39.8,celsius,normal
2025-06-30 12:51:37,CONV_001,vibration,6.97,hz,normal
2025-06-30 12:51:37,CONV_002,temperature,45.5,celsius,normal
2025-06-30 12:51:37,CONV_002,vibration,4.43,hz,normal
2025-06-30 12:51:37,ROBOT_001,temperature,45.8,celsius,normal
2025-06-30 12:51:37,ROBOT_001,vibration,1.57,hz,normal
2025-06-30 12:51:37,ROBOT_002,temperature,46.8,celsius,normal
2025-06-30 12:51:37,ROBOT_002,vibration,5.0,hz,normal
2025-06-30 12:51:37,COMP_001,temperature,68.7,celsius,normal
2025-06-30 12:51:37,COMP_001,vibration,10.44,hz,normal
2025-06-30 12:51:37,COMP_001,pressure,6.5,bar,normal
2025-06-30 12:51:37,HVAC_001,temperature,20.9,celsius,normal
2025-06-30 12:51:37,HVAC_001,vibration,3.28,hz,normal
2025-06-30 12:56:37,MOTOR_001,temperature,62.2,celsius,normal
2025-06-30 12:56:37,MOTOR_001,vibration,8.43,hz,normal
2025-06-30 12:56:37,MOTOR_002,temperature,56.4,celsius,normal
2025-06-30 12:56:37,MOTOR_002,vibration,4.39,hz,normal
2025-06-30 12:56:37,PUMP_001,temperature,54.3,celsius,normal
2025-06-30 12:56:37,PUMP_001,vibration,13.01,hz,normal
2025-06-30 12:56:37,PUMP_001,pressure,214.6,bar,normal
2025-06-30 12:56:37,PUMP_002,temperature,59.9,celsius,normal
2025-06-30 12:56:37,PUMP_002,vibration,13.91,hz,normal
2025-06-30 12:56:37,PUMP_002,pressure,198.9,bar,normal
2025-06-30 12:56:37,CONV_001,temperature,41.3,celsius,normal
2025-06-30 12:56:37,CONV_001,vibration,2.74,hz,normal
2025-06-30 12:56:37,CONV_002,temperature,45.4,celsius,normal
2025-06-30 12:56:37,CONV_002,vibration,6.45,hz,normal
2025-06-30 12:56:37,ROBOT_001,temperature,43.8,celsius,normal
2025-06-30 12:56:37,ROBOT_001,vibration,2.25,hz,normal
2025-06-30 12:56:37,ROBOT_002,temperature,49.4,celsius,normal
2025-06-30 12:56:37,ROBOT_002,vibration,3.52,hz,normal
2025-06-30 12:56:37,COMP_001,temperature,69.3,celsius,normal
2025-06-30 12:56:37,COMP_001,vibration,10.09,hz,normal
2025-06-30 12:56:37,COMP_001,pressure,6.9,bar,normal
2025-06-30 12:56:37,HVAC_001,temperature,19.6,celsius,normal
2025-06-30 12:56:37,HVAC_001,vibration,3.57,hz,normal
2025-06-30 13:01:37,MOTOR_001,temperature,60.3,celsius,normal
2025-06-30 13:01:37,MOTOR_001,vibration,3.51,hz,normal
2025-06-30 13:01:37,MOTOR_002,temperature,64.7,celsius,normal
2025-06-30 13:01:37,MOTOR_002,vibration,5.71,hz,normal
2025-06-30 13:01:37,PUMP_001,temperature,52.8,celsius,normal
2025-06-30 13:01:37,PUMP_001,vibration,15.28,hz,normal
2025-06-30 13:01:37,PUMP_001,pressure,217.6,bar,normal
2025-06-30 13:01:37,PUMP_002,temperature,50.6,celsius,normal
2025-06-30 13:01:37,PUMP_002,vibration,7.59,hz,normal
2025-06-30 13:01:37,PUMP_002,pressure,209.5,bar,normal
2025-06-30 13:01:37,CONV_001,temperature,34.9,celsius,normal
2025-06-30 13:01:37,CONV_001,vibration,4.09,hz,normal
2025-06-30 13:01:37,CONV_002,temperature,35.8,celsius,normal
2025-06-30 13:01:37,CONV_002,vibration,1.98,hz,normal
2025-06-30 13:01:37,ROBOT_001,temperature,43.8,celsius,normal
2025-06-30 13:01:37,ROBOT_001,vibration,5.08,hz,normal
2025-06-30 13:01:37,ROBOT_002,temperature,49.5,celsius,normal
2025-06-30 13:01:37,ROBOT_002,vibration,4.33,hz,normal
2025-06-30 13:01:37,COMP_001,temperature,74.7,celsius,normal
2025-06-30 13:01:37,COMP_001,vibration,17.42,hz,normal
2025-06-30 13:01:37,COMP_001,pressure,6.6,bar,normal
2025-06-30 13:01:37,HVAC_001,temperature,20.1,celsius,normal
2025-06-30 13:01:37,HVAC_001,vibration,2.17,hz,normal
2025-06-30 13:06:37,MOTOR_001,temperature,60.6,celsius,normal
2025-06-30 13:06:37,MOTOR_001,vibration,9.13,hz,normal
2025-06-30 13:06:37,MOTOR_002,temperature,65.8,celsius,normal
2025-06-30 13:06:37,MOTOR_002,vibration,6.77,hz,normal
2025-06-30 13:06:37,PUMP_001,temperature,47.4,celsius,normal
2025-06-30 13:06:37,PUMP_001,vibration,6.75,hz,normal
2025-06-30 13:06:37,PUMP_001,pressure,218.5,bar,normal
2025-06-30 13:06:37,PUMP_002,temperature,58.5,celsius,normal
2025-06-30 13:06:37,PUMP_002,vibration,10.4,hz,normal
2025-06-30 13:06:37,PUMP_002,pressure,207.5,bar,normal
2025-06-30 13:06:37,CONV_001,temperature,41.5,celsius,normal
2025-06-30 13:06:37,CONV_001,vibration,6.01,hz,normal
2025-06-30 13:06:37,CONV_002,temperature,40.9,celsius,normal
2025-06-30 13:06:37,CONV_002,vibration,3.02,hz,normal
2025-06-30 13:06:37,ROBOT_001,temperature,50.2,celsius,normal
2025-06-30 13:06:37,ROBOT_001,vibration,4.11,hz,normal
2025-06-30 13:06:37,ROBOT_002,temperature,50.5,celsius,normal
2025-06-30 13:06:37,ROBOT_002,vibration,5.36,hz,normal
2025-06-30 13:06:37,COMP_001,temperature,76.7,celsius,normal
2025-06-30 13:06:37,COMP_001,vibration,13.96,hz,normal
2025-06-30 13:06:37,COMP_001,pressure,6.7,bar,normal
2025-06-30 13:06:37,HVAC_001,temperature,19.5,celsius,normal
2025-06-30 13:06:37,HVAC_001,vibration,3.07,hz,normal
2025-06-30 13:11:37,MOTOR_001,temperature,62.9,celsius,normal
2025-06-30 13:11:37,MOTOR_001,vibration,5.91,hz,normal
