time,line_id,equipment_id,cycle_time,throughput,efficiency_score,energy_consumption,downtime_duration,defect_rate
2025-06-30 06:46:37,Line 2,PUMP_002,65.1,89.8,88.3,12.5,0,2.05
2025-06-30 06:46:37,Line 2,CONV_002,64.0,108.2,87.1,12.11,0,0.29
2025-06-30 06:46:37,Line 2,ROBOT_002,45.1,109.2,82.4,13.76,0,1.79
2025-06-30 07:01:37,Line 1,MOTOR_001,43.6,70.1,81.2,12.29,0,1.42
2025-06-30 07:01:37,Line 1,MOTOR_002,48.9,75.2,87.3,10.87,0,1.92
2025-06-30 07:01:37,Line 1,PUMP_001,45.6,67.6,93.1,11.85,0,0.97
2025-06-30 07:01:37,Line 1,CONV_001,46.6,79.3,79.3,12.8,0,2.2
2025-06-30 07:01:37,Line 1,ROBOT_001,59.0,63.0,87.5,10.88,0,2.02
2025-06-30 07:01:37,Line 2,PUMP_002,44.1,94.6,87.3,12.99,0,0.37
2025-06-30 07:01:37,Line 2,CONV_002,43.1,98.9,80.0,12.71,0.0,2.84
2025-06-30 07:01:37,Line 2,ROBOT_002,63.5,73.8,88.9,12.1,0,0.38
2025-06-30 07:16:37,Line 1,MOTOR_001,51.2,94.9,88.6,12.4,0,0.55
2025-06-30 07:16:37,Line 1,MOTOR_002,62.2,87.1,76.3,11.71,0,1.55
2025-06-30 07:16:37,Line 1,PUMP_001,56.4,75.3,88.1,11.89,0,1.84
2025-06-30 07:16:37,Line 1,CONV_001,58.1,79.8,86.6,12.47,0,1.31
2025-06-30 07:16:37,Line 1,ROBOT_001,43.4,84.4,78.4,12.99,0.6,2.91
2025-06-30 07:16:37,Line 2,PUMP_002,49.2,118.8,75.5,13.27,0,1.94
2025-06-30 07:16:37,Line 2,CONV_002,43.2,82.8,90.0,12.09,0,0.96
2025-06-30 07:16:37,Line 2,ROBOT_002,43.5,107.7,77.3,13.01,0,2.77
2025-06-30 07:31:37,Line 1,MOTOR_001,41.2,66.7,91.3,12.14,0,1.85
2025-06-30 07:31:37,Line 1,MOTOR_002,53.2,84.6,84.9,12.35,0,0.7
2025-06-30 07:31:37,Line 1,PUMP_001,42.3,91.6,91.3,12.12,0,1.86
2025-06-30 07:31:37,Line 1,CONV_001,45.2,75.1,90.5,12.05,0,1.55
2025-06-30 07:31:37,Line 1,ROBOT_001,45.0,64.6,91.7,11.04,0,0.41
2025-06-30 07:31:37,Line 2,PUMP_002,53.2,86.7,90.5,10.92,0,1.34
2025-06-30 07:31:37,Line 2,CONV_002,41.2,101.5,82.0,12.08,0,1.55
2025-06-30 07:31:37,Line 2,ROBOT_002,51.3,96.3,88.5,11.77,0,1.35
2025-06-30 07:46:37,Line 1,MOTOR_001,50.3,107.1,79.9,13.98,0,1.38
2025-06-30 07:46:37,Line 1,MOTOR_002,61.5,89.6,82.7,12.79,0,1.82
2025-06-30 07:46:37,Line 1,PUMP_001,46.1,107.2,93.1,14.02,0,0.88
2025-06-30 07:46:37,Line 1,CONV_001,60.0,115.7,96.7,13.62,0,0.42
2025-06-30 07:46:37,Line 1,ROBOT_001,45.3,129.8,91.7,15.14,0,1.35
2025-06-30 07:46:37,Line 2,PUMP_002,46.9,102.2,95.9,12.57,0,0
2025-06-30 07:46:37,Line 2,CONV_002,50.4,117.4,81.6,13.44,0.2,1.57
2025-06-30 07:46:37,Line 2,ROBOT_002,61.8,86.1,87.2,11.04,0,1.98
2025-06-30 08:01:37,Line 1,MOTOR_001,42.8,89.5,84.0,12.9,0,1.39
2025-06-30 08:01:37,Line 1,MOTOR_002,52.5,102.5,95.4,12.31,0,0
2025-06-30 08:01:37,Line 1,PUMP_001,56.0,104.3,93.0,13.0,0,0
2025-06-30 08:01:37,Line 1,CONV_001,47.7,80.9,92.0,12.87,0.0,0.21
2025-06-30 08:01:37,Line 1,ROBOT_001,52.2,101.1,85.8,14.03,0,1.23
2025-06-30 08:01:37,Line 2,PUMP_002,64.1,78.6,79.1,12.09,0,2.79
2025-06-30 08:01:37,Line 2,CONV_002,52.9,89.2,79.3,11.13,0,2.83
2025-06-30 08:01:37,Line 2,ROBOT_002,63.1,80.8,75.7,11.59,0,2.07
2025-06-30 08:16:37,Line 1,MOTOR_001,48.4,104.2,87.3,13.95,0,1.68
2025-06-30 08:16:37,Line 1,MOTOR_002,47.9,108.1,90.5,13.39,0,1.94
2025-06-30 08:16:37,Line 1,PUMP_001,57.0,95.2,96.1,12.63,0,0.03
2025-06-30 08:16:37,Line 1,CONV_001,48.5,73.3,90.8,11.8,0,0.21
2025-06-30 08:16:37,Line 1,ROBOT_001,50.1,94.9,81.8,13.64,0,2.51
2025-06-30 08:16:37,Line 2,PUMP_002,56.1,82.8,94.2,11.87,0,0.19
2025-06-30 08:16:37,Line 2,CONV_002,49.2,71.8,82.8,11.41,0,0.89
2025-06-30 08:16:37,Line 2,ROBOT_002,47.1,74.4,81.9,11.87,0,0.93
2025-06-30 08:31:37,Line 1,MOTOR_001,66.3,85.7,76.6,11.6,0,2.4
2025-06-30 08:31:37,Line 1,MOTOR_002,64.5,89.1,84.6,12.85,0,1.7
2025-06-30 08:31:37,Line 1,PUMP_001,52.8,87.2,75.5,11.38,0,3.09
2025-06-30 08:31:37,Line 1,CONV_001,54.5,91.0,74.6,12.32,0,2.51
2025-06-30 08:31:37,Line 1,ROBOT_001,48.9,108.4,78.1,12.87,0,2.41
2025-06-30 08:31:37,Line 2,PUMP_002,59.7,112.9,93.9,12.59,0,1.43
2025-06-30 08:31:37,Line 2,CONV_002,41.7,107.0,83.6,12.65,0,1.61
2025-06-30 08:31:37,Line 2,ROBOT_002,39.8,111.7,87.0,14.03,0,0.63
2025-06-30 08:46:37,Line 1,MOTOR_001,46.4,93.5,78.7,12.59,0,2.81
2025-06-30 08:46:37,Line 1,MOTOR_002,65.7,133.9,77.9,14.75,0,2.67
2025-06-30 08:46:37,Line 1,PUMP_001,49.3,116.7,87.9,12.88,0,1.3
2025-06-30 08:46:37,Line 1,CONV_001,44.9,101.9,88.3,13.82,0,0.36
2025-06-30 08:46:37,Line 1,ROBOT_001,63.8,106.9,80.4,12.84,0,1.55
2025-06-30 08:46:37,Line 2,PUMP_002,41.9,112.2,99.6,13.27,0,0
2025-06-30 08:46:37,Line 2,CONV_002,38.5,93.8,82.3,12.41,0,2.28
2025-06-30 08:46:37,Line 2,ROBOT_002,41.3,101.8,82.9,12.96,0,1.87
2025-06-30 09:01:37,Line 1,MOTOR_001,56.9,107.6,78.0,12.64,0,2.15
2025-06-30 09:01:37,Line 1,MOTOR_002,43.9,101.3,83.2,13.95,0,1.39
2025-06-30 09:01:37,Line 1,PUMP_001,56.9,112.3,76.5,12.88,0,1.5
2025-06-30 09:01:37,Line 1,CONV_001,54.2,121.5,83.9,14.72,0,2.02
2025-06-30 09:01:37,Line 1,ROBOT_001,64.0,86.4,82.9,12.69,0,2.54
2025-06-30 09:01:37,Line 2,PUMP_002,50.9,115.9,90.5,12.46,0,0.76
2025-06-30 09:01:37,Line 2,CONV_002,43.7,86.5,85.8,12.53,0,1.73
2025-06-30 09:01:37,Line 2,ROBOT_002,56.8,124.5,84.0,13.11,0.1,0.81
2025-06-30 09:16:37,Line 1,MOTOR_001,45.8,93.3,91.2,13.41,0,0.67
2025-06-30 09:16:37,Line 1,MOTOR_002,51.4,87.8,98.6,11.89,0,0.87
2025-06-30 09:16:37,Line 1,PUMP_001,46.6,87.5,93.7,12.33,0.2,0.02
2025-06-30 09:16:37,Line 1,CONV_001,43.2,79.6,86.0,11.84,0,1.87
2025-06-30 09:16:37,Line 1,ROBOT_001,40.9,90.1,83.6,13.43,0,0.9
2025-06-30 09:16:37,Line 2,PUMP_002,46.9,129.5,86.2,13.67,0,2.16
2025-06-30 09:16:37,Line 2,CONV_002,49.7,120.4,96.1,13.83,0,1.23
2025-06-30 09:16:37,Line 2,ROBOT_002,41.5,130.5,87.6,13.1,0,0.57
2025-06-30 09:31:37,Line 1,MOTOR_001,46.7,95.8,82.7,12.11,0.4,1.16
2025-06-30 09:31:37,Line 1,MOTOR_002,41.0,107.8,99.7,13.58,0,0.29
2025-06-30 09:31:37,Line 1,PUMP_001,40.4,90.4,88.4,12.85,0,0.56
2025-06-30 09:31:37,Line 1,CONV_001,56.2,101.7,88.7,13.73,0,1.26
2025-06-30 09:31:37,Line 1,ROBOT_001,59.9,87.2,99.0,12.2,0,0
2025-06-30 09:31:37,Line 2,PUMP_002,54.5,110.7,82.8,13.91,0,2.7
2025-06-30 09:31:37,Line 2,CONV_002,39.9,127.6,90.4,14.36,0,0.65
2025-06-30 09:31:37,Line 2,ROBOT_002,59.1,108.6,90.0,13.68,0.2,1.74
2025-06-30 09:46:37,Line 1,MOTOR_001,55.3,79.1,89.3,11.17,0,1.74
2025-06-30 09:46:37,Line 1,MOTOR_002,49.0,74.7,92.6,12.11,0,1.23
2025-06-30 09:46:37,Line 1,PUMP_001,42.1,70.6,80.3,10.77,0,1.7
2025-06-30 09:46:37,Line 1,CONV_001,58.9,74.7,80.5,11.9,0,2.7
2025-06-30 09:46:37,Line 1,ROBOT_001,49.8,73.1,89.4,12.51,0.0,0.49
2025-06-30 09:46:37,Line 2,PUMP_002,48.4,79.3,84.2,12.11,0,0.8
2025-06-30 09:46:37,Line 2,CONV_002,44.0,82.1,83.4,11.79,0,2.2
2025-06-30 09:46:37,Line 2,ROBOT_002,39.5,85.2,87.7,10.76,0,2.11
2025-06-30 10:01:37,Line 1,MOTOR_001,55.4,95.2,91.0,12.89,0,1.77
2025-06-30 10:01:37,Line 1,MOTOR_002,60.0,101.5,92.5,12.35,0,0
2025-06-30 10:01:37,Line 1,PUMP_001,52.5,119.0,88.8,13.88,0,1.52
2025-06-30 10:01:37,Line 1,CONV_001,49.3,113.5,93.7,13.34,0,0.93
2025-06-30 10:01:37,Line 1,ROBOT_001,41.0,117.5,80.7,14.87,0,2.66
2025-06-30 10:01:37,Line 2,PUMP_002,50.7,64.9,87.3,11.14,0,1.9
2025-06-30 10:01:37,Line 2,CONV_002,54.0,67.8,93.7,11.02,0,1.52
2025-06-30 10:01:37,Line 2,ROBOT_002,39.4,85.9,85.0,11.91,0,1.2
2025-06-30 10:16:37,Line 1,MOTOR_001,58.4,124.9,92.9,13.9,0,0.35
2025-06-30 10:16:37,Line 1,MOTOR_002,59.1,126.1,93.5,14.86,0,1.62
2025-06-30 10:16:37,Line 1,PUMP_001,56.6,115.4,94.3,13.94,0,0.22
2025-06-30 10:16:37,Line 1,CONV_001,48.6,122.1,87.9,14.27,0,1.07
2025-06-30 10:16:37,Line 1,ROBOT_001,48.9,101.3,82.7,13.44,0,2.31
2025-06-30 10:16:37,Line 2,PUMP_002,64.6,99.5,78.2,13.16,0.6,2.7
2025-06-30 10:16:37,Line 2,CONV_002,61.0,123.4,88.5,13.77,0,0.85
2025-06-30 10:16:37,Line 2,ROBOT_002,60.9,119.2,87.5,14.24,0,0.49
2025-06-30 10:31:37,Line 1,MOTOR_001,54.9,87.8,87.5,11.66,0,1.38
2025-06-30 10:31:37,Line 1,MOTOR_002,48.1,65.1,92.6,11.4,0,0.84
2025-06-30 10:31:37,Line 1,PUMP_001,46.3,82.4,84.5,11.21,0,1.3
2025-06-30 10:31:37,Line 1,CONV_001,61.7,60.6,80.6,10.96,0,2.39
2025-06-30 10:31:37,Line 1,ROBOT_001,44.8,62.8,88.4,12.06,0,1.35
2025-06-30 10:31:37,Line 2,PUMP_002,66.9,105.2,86.5,13.73,0,0.52
2025-06-30 10:31:37,Line 2,CONV_002,61.0,120.3,84.0,14.11,0,2.59
2025-06-30 10:31:37,Line 2,ROBOT_002,58.9,133.1,82.3,14.45,0,1.88
2025-06-30 10:46:37,Line 1,MOTOR_001,43.9,100.5,84.1,13.12,0,0.92
2025-06-30 10:46:37,Line 1,MOTOR_002,59.4,128.2,81.5,14.07,0,2.32
2025-06-30 10:46:37,Line 1,PUMP_001,53.2,126.4,92.5,14.76,0,0.23
2025-06-30 10:46:37,Line 1,CONV_001,54.2,114.8,81.1,14.43,0,1.37
2025-06-30 10:46:37,Line 1,ROBOT_001,61.1,108.8,77.5,13.86,0,2.73
2025-06-30 10:46:37,Line 2,PUMP_002,39.8,83.4,93.3,12.18,0,1.66
2025-06-30 10:46:37,Line 2,CONV_002,50.2,101.6,95.0,13.43,0,1.28
2025-06-30 10:46:37,Line 2,ROBOT_002,45.5,98.8,84.4,12.81,0,1.75
2025-06-30 11:01:37,Line 1,MOTOR_001,39.5,84.8,88.8,13.16,0,0.75
2025-06-30 11:01:37,Line 1,MOTOR_002,43.4,74.9,92.2,12.35,0,1.41
2025-06-30 11:01:37,Line 1,PUMP_001,52.8,64.6,93.2,10.62,0,0.31
2025-06-30 11:01:37,Line 1,CONV_001,43.9,78.2,94.4,11.58,0,0.56
2025-06-30 11:01:37,Line 1,ROBOT_001,40.8,63.0,90.7,11.56,0,0.93
2025-06-30 11:01:37,Line 2,PUMP_002,57.9,124.0,89.2,13.31,0,0.17
2025-06-30 11:01:37,Line 2,CONV_002,48.9,110.2,95.5,12.8,0,1.43
2025-06-30 11:01:37,Line 2,ROBOT_002,54.7,111.3,95.7,13.34,0,0
2025-06-30 11:16:37,Line 1,MOTOR_001,67.5,126.5,86.6,13.58,0.4,2.06
2025-06-30 11:16:37,Line 1,MOTOR_002,53.3,104.2,85.1,12.31,0,1.72
2025-06-30 11:16:37,Line 1,PUMP_001,55.6,124.3,87.7,13.45,0,1.75
2025-06-30 11:16:37,Line 1,CONV_001,50.0,95.3,82.4,12.72,0,0.96
2025-06-30 11:16:37,Line 1,ROBOT_001,56.5,108.2,81.0,13.85,0,2.3
2025-06-30 11:16:37,Line 2,PUMP_002,56.4,76.9,89.2,11.82,0,0.18
2025-06-30 11:16:37,Line 2,CONV_002,48.9,107.8,97.1,12.9,0,0
2025-06-30 11:16:37,Line 2,ROBOT_002,39.8,99.1,97.1,12.58,0,1.16
2025-06-30 11:31:37,Line 1,MOTOR_001,59.3,65.7,97.5,11.01,0,1.0
2025-06-30 11:31:37,Line 1,MOTOR_002,55.4,78.0,94.1,12.54,0,0.41
2025-06-30 11:31:37,Line 1,PUMP_001,46.6,90.8,84.5,11.76,0,1.24
2025-06-30 11:31:37,Line 1,CONV_001,42.9,61.8,98.1,10.94,0,0.69
2025-06-30 11:31:37,Line 1,ROBOT_001,45.4,92.1,95.7,12.13,0.1,0.86
2025-06-30 11:31:37,Line 2,PUMP_002,60.2,102.0,85.5,13.23,0,2.37
2025-06-30 11:31:37,Line 2,CONV_002,55.3,91.2,86.4,12.86,0,2.35
2025-06-30 11:31:37,Line 2,ROBOT_002,55.7,84.5,75.4,11.13,0,3.0
2025-06-30 11:46:37,Line 1,MOTOR_001,42.6,106.2,92.3,12.83,0,1.03
2025-06-30 11:46:37,Line 1,MOTOR_002,51.5,76.7,86.2,12.41,0,0.89
2025-06-30 11:46:37,Line 1,PUMP_001,42.2,107.6,83.1,13.16,0,1.27
2025-06-30 11:46:37,Line 1,CONV_001,64.0,98.9,77.8,12.09,0,2.94
2025-06-30 11:46:37,Line 1,ROBOT_001,46.3,109.1,85.4,12.96,0,1.11
2025-06-30 11:46:37,Line 2,PUMP_002,47.4,97.0,84.1,12.33,0,1.44
2025-06-30 11:46:37,Line 2,CONV_002,47.5,111.1,83.3,12.61,0,2.09
2025-06-30 11:46:37,Line 2,ROBOT_002,60.2,91.9,95.1,11.52,0,1.28
2025-06-30 12:01:37,Line 1,MOTOR_001,41.8,73.9,82.4,10.7,0,2.57
2025-06-30 12:01:37,Line 1,MOTOR_002,43.6,78.8,87.1,12.83,0,0.92
2025-06-30 12:01:37,Line 1,PUMP_001,44.2,108.3,79.1,12.56,0,1.99
2025-06-30 12:01:37,Line 1,CONV_001,56.6,85.0,80.6,13.23,0,1.68
2025-06-30 12:01:37,Line 1,ROBOT_001,49.4,88.3,82.7,12.66,0,2.03
2025-06-30 12:01:37,Line 2,PUMP_002,56.5,94.8,80.1,11.76,0,1.32
2025-06-30 12:01:37,Line 2,CONV_002,60.7,86.5,72.8,11.92,0.1,2.38
2025-06-30 12:01:37,Line 2,ROBOT_002,47.9,97.4,82.3,13.35,0,2.52
2025-06-30 12:16:37,Line 1,MOTOR_001,39.6,64.8,83.0,11.58,0,1.34
2025-06-30 12:16:37,Line 1,MOTOR_002,39.1,64.9,100,12.21,0,0
2025-06-30 12:16:37,Line 1,PUMP_001,44.0,66.6,97.6,10.8,0,0
2025-06-30 12:16:37,Line 1,CONV_001,42.1,63.9,92.6,10.8,0,1.33
2025-06-30 12:16:37,Line 1,ROBOT_001,48.1,80.8,98.1,11.82,0,0
2025-06-30 12:16:37,Line 2,PUMP_002,37.8,98.6,97.2,12.23,0,0
2025-06-30 12:16:37,Line 2,CONV_002,37.8,112.1,100,12.84,0,0.26
2025-06-30 12:16:37,Line 2,ROBOT_002,41.5,124.0,98.7,13.59,0,0
2025-06-30 12:31:37,Line 1,MOTOR_001,43.8,114.9,87.1,13.2,0,1.92
2025-06-30 12:31:37,Line 1,MOTOR_002,63.1,104.4,82.3,13.4,0,1.01
2025-06-30 12:31:37,Line 1,PUMP_001,48.8,95.8,83.9,13.09,0,1.5
2025-06-30 12:31:37,Line 1,CONV_001,57.9,100.9,77.5,13.44,0,2.46
2025-06-30 12:31:37,Line 1,ROBOT_001,57.4,87.2,85.1,12.97,0,1.59
2025-06-30 12:31:37,Line 2,PUMP_002,50.2,96.3,79.8,13.27,0,2.4
2025-06-30 12:31:37,Line 2,CONV_002,46.7,109.1,90.6,13.74,0,1.38
2025-06-30 12:31:37,Line 2,ROBOT_002,46.4,121.7,93.1,13.45,0,0
2025-06-30 12:46:37,Line 1,MOTOR_001,50.7,111.8,84.3,14.57,0,1.68
2025-06-30 12:46:37,Line 1,MOTOR_002,62.8,112.0,90.0,14.3,0,0.26
2025-06-30 12:46:37,Line 1,PUMP_001,62.3,99.9,91.7,12.61,0,0.44
2025-06-30 12:46:37,Line 1,CONV_001,44.2,90.5,85.5,12.06,0,1.4
2025-06-30 12:46:37,Line 1,ROBOT_001,50.7,85.6,88.3,11.5,0,1.82
2025-06-30 12:46:37,Line 2,PUMP_002,43.1,118.3,91.3,13.6,0,0.89
2025-06-30 12:46:37,Line 2,CONV_002,40.9,104.6,99.5,12.02,0,0.23
2025-06-30 12:46:37,Line 2,ROBOT_002,40.6,111.4,100,12.12,0,0
2025-06-30 13:01:37,Line 1,MOTOR_001,43.2,115.5,90.4,13.1,0,0.81
2025-06-30 13:01:37,Line 1,MOTOR_002,46.3,113.1,92.4,12.85,0,1.73
2025-06-30 13:01:37,Line 1,PUMP_001,42.3,104.2,85.3,13.77,0.1,1.82
2025-06-30 13:01:37,Line 1,CONV_001,61.4,139.6,92.2,15.62,0,0.18
2025-06-30 13:01:37,Line 1,ROBOT_001,59.6,108.3,91.4,12.49,0,1.61
2025-06-30 13:01:37,Line 2,PUMP_002,50.0,111.3,91.1,13.93,0,1.64
2025-06-30 13:01:37,Line 2,CONV_002,53.5,115.1,84.0,13.49,0,0.99
2025-06-30 13:01:37,Line 2,ROBOT_002,47.4,107.6,95.8,12.8,0,1.08
2025-06-30 13:16:37,Line 1,MOTOR_001,55.5,99.8,82.7,12.74,0,1.36
2025-06-30 13:16:37,Line 1,MOTOR_002,58.6,79.4,94.2,12.48,0,1.27
2025-06-30 13:16:37,Line 1,PUMP_001,60.2,89.5,91.4,12.05,0,0.4
2025-06-30 13:16:37,Line 1,CONV_001,39.7,95.4,88.2,12.86,0,1.02
2025-06-30 13:16:37,Line 1,ROBOT_001,38.7,100.6,84.9,14.0,0,0.67
2025-06-30 13:16:37,Line 2,PUMP_002,58.8,102.1,93.3,12.53,0,1.45
2025-06-30 13:16:37,Line 2,CONV_002,43.0,112.7,90.8,13.28,0,0.56
2025-06-30 13:16:37,Line 2,ROBOT_002,58.0,98.6,93.8,12.42,0,0
2025-06-30 13:31:37,Line 1,MOTOR_001,40.9,96.5,100,13.14,0,0
2025-06-30 13:31:37,Line 1,MOTOR_002,55.6,77.1,98.9,11.41,0,0.41
2025-06-30 13:31:37,Line 1,PUMP_001,41.5,79.7,85.5,12.15,0,0.71
2025-06-30 13:31:37,Line 1,CONV_001,46.9,78.9,96.5,11.44,0,0.28
2025-06-30 13:31:37,Line 1,ROBOT_001,56.3,89.4,95.8,13.4,0,0
2025-06-30 13:31:37,Line 2,PUMP_002,51.5,89.9,90.2,11.85,0,0.8
2025-06-30 13:31:37,Line 2,CONV_002,61.9,78.0,79.8,11.88,0,1.99
2025-06-30 13:31:37,Line 2,ROBOT_002,50.6,101.7,89.8,13.21,0,0.61
2025-06-30 13:46:37,Line 1,MOTOR_001,60.6,93.8,78.4,12.4,0,1.31
2025-06-30 13:46:37,Line 1,MOTOR_002,57.6,80.9,81.3,11.18,0,2.52
2025-06-30 13:46:37,Line 1,PUMP_001,43.2,77.5,84.5,11.33,0,0.97
2025-06-30 13:46:37,Line 1,CONV_001,60.0,71.8,86.2,11.41,0,1.74
2025-06-30 13:46:37,Line 1,ROBOT_001,50.5,90.0,80.5,12.54,0,1.12
2025-06-30 13:46:37,Line 2,PUMP_002,50.9,115.6,95.7,13.13,0,0.02
2025-06-30 13:46:37,Line 2,CONV_002,37.4,109.3,93.3,13.48,0,1.24
2025-06-30 13:46:37,Line 2,ROBOT_002,54.4,121.4,90.9,13.12,0,0.73
2025-06-30 14:01:37,Line 1,MOTOR_001,42.5,116.6,95.8,13.55,0,0.19
2025-06-30 14:01:37,Line 1,MOTOR_002,52.9,88.5,92.5,12.97,0,0.02
2025-06-30 14:01:37,Line 1,PUMP_001,56.3,110.4,100,13.7,0,0.86
2025-06-30 14:01:37,Line 1,CONV_001,37.9,93.2,99.5,12.31,0,0.39
2025-06-30 14:01:37,Line 1,ROBOT_001,46.9,91.7,100,12.79,0,0
2025-06-30 14:01:37,Line 2,PUMP_002,53.5,94.4,80.9,12.77,0,2.5
2025-06-30 14:01:37,Line 2,CONV_002,52.6,103.2,87.5,13.13,0,1.76
2025-06-30 14:01:37,Line 2,ROBOT_002,45.1,109.2,81.0,13.35,0,1.38
2025-06-30 14:16:37,Line 1,MOTOR_001,60.1,106.8,97.7,13.9,0,0
2025-06-30 14:16:37,Line 1,MOTOR_002,40.5,93.1,90.7,12.6,0,0.63
2025-06-30 14:16:37,Line 1,PUMP_001,44.0,116.3,86.0,12.88,0,0.72
2025-06-30 14:16:37,Line 1,CONV_001,59.5,90.1,82.1,11.98,0,1.75
2025-06-30 14:16:37,Line 1,ROBOT_001,54.6,102.5,86.5,12.82,0,0.86
2025-06-30 14:16:37,Line 2,PUMP_002,64.7,116.9,85.7,13.22,0,1.29
2025-06-30 14:16:37,Line 2,CONV_002,54.9,119.5,82.2,14.46,0,1.65
2025-06-30 14:16:37,Line 2,ROBOT_002,54.8,112.7,76.0,13.13,0,1.44
2025-06-30 14:31:37,Line 1,MOTOR_001,48.3,107.4,89.6,12.62,0,1.72
2025-06-30 14:31:37,Line 1,MOTOR_002,42.8,107.6,96.1,13.82,0,0.56
2025-06-30 14:31:37,Line 1,PUMP_001,54.8,102.4,95.6,13.48,0,1.26
2025-06-30 14:31:37,Line 1,CONV_001,53.5,100.5,95.0,13.31,0,1.39
2025-06-30 14:31:37,Line 1,ROBOT_001,46.8,119.3,87.0,13.59,0,1.19
2025-06-30 14:31:37,Line 2,PUMP_002,45.3,89.1,82.8,11.99,0,2.35
2025-06-30 14:31:37,Line 2,CONV_002,59.5,103.1,78.3,12.83,0,2.37
2025-06-30 14:31:37,Line 2,ROBOT_002,54.9,92.9,83.4,12.98,0,0.91
2025-06-30 14:46:37,Line 1,MOTOR_001,52.6,128.8,83.2,14.49,0,2.08
2025-06-30 14:46:37,Line 1,MOTOR_002,43.7,132.0,86.4,14.3,0,1.85
2025-06-30 14:46:37,Line 1,PUMP_001,61.3,102.0,95.1,14.1,0,0.2
2025-06-30 14:46:37,Line 1,CONV_001,41.0,104.0,89.5,12.78,0,0.94
2025-06-30 14:46:37,Line 1,ROBOT_001,53.2,94.6,88.7,13.73,0,0.26
2025-06-30 14:46:37,Line 2,PUMP_002,61.2,87.7,77.0,12.16,0.1,1.37
2025-06-30 14:46:37,Line 2,CONV_002,45.7,79.5,77.1,10.95,0,2.34
2025-06-30 14:46:37,Line 2,ROBOT_002,43.3,84.1,92.8,12.09,0,0.61
2025-06-30 15:01:37,Line 1,MOTOR_001,59.2,100.8,87.1,12.38,0,1.43
2025-06-30 15:01:37,Line 1,MOTOR_002,62.2,72.1,84.7,11.7,0,1.06
2025-06-30 15:01:37,Line 1,PUMP_001,46.7,90.6,85.9,12.39,0,0.74
2025-06-30 15:01:37,Line 1,CONV_001,47.8,95.2,87.9,13.22,0,1.49
2025-06-30 15:01:37,Line 1,ROBOT_001,58.7,97.6,91.0,11.96,0,0.82
2025-06-30 15:01:37,Line 2,PUMP_002,65.4,98.3,79.6,12.74,0,1.63
2025-06-30 15:01:37,Line 2,CONV_002,62.7,106.2,75.4,12.4,0,3.32
2025-06-30 15:01:37,Line 2,ROBOT_002,65.4,90.0,80.4,12.84,0,2.45
2025-06-30 15:16:37,Line 1,MOTOR_001,55.1,123.5,81.9,14.81,0,2.14
2025-06-30 15:16:37,Line 1,MOTOR_002,57.1,99.7,87.5,12.29,0,1.84
2025-06-30 15:16:37,Line 1,PUMP_001,50.3,119.6,78.7,13.61,0,1.21
2025-06-30 15:16:37,Line 1,CONV_001,53.6,98.6,78.4,12.61,0,1.85
2025-06-30 15:16:37,Line 1,ROBOT_001,43.6,116.4,75.1,13.14,0.2,2.36
2025-06-30 15:16:37,Line 2,PUMP_002,59.1,88.6,88.0,11.25,0,1.15
2025-06-30 15:16:37,Line 2,CONV_002,46.2,75.9,86.7,12.08,0,0.35
2025-06-30 15:16:37,Line 2,ROBOT_002,51.3,82.0,82.7,11.83,0,1.52
2025-06-30 15:31:37,Line 1,MOTOR_001,62.9,111.4,73.9,14.5,0,1.77
2025-06-30 15:31:37,Line 1,MOTOR_002,46.8,117.4,75.3,14.22,0,2.23
2025-06-30 15:31:37,Line 1,PUMP_001,67.3,125.1,73.9,13.89,0,2.26
2025-06-30 15:31:37,Line 1,CONV_001,62.0,121.6,81.6,14.5,0,1.5
2025-06-30 15:31:37,Line 1,ROBOT_001,45.8,109.0,73.2,13.28,0,1.91
2025-06-30 15:31:37,Line 2,PUMP_002,41.4,92.5,91.7,11.82,0,0.46
2025-06-30 15:31:37,Line 2,CONV_002,51.7,85.6,85.9,11.51,0,0.74
2025-06-30 15:31:37,Line 2,ROBOT_002,61.7,88.3,77.5,12.53,0,2.62
2025-06-30 15:46:37,Line 1,MOTOR_001,53.8,105.6,89.4,13.17,0,0.36
2025-06-30 15:46:37,Line 1,MOTOR_002,44.4,84.8,89.0,12.26,0,1.69
2025-06-30 15:46:37,Line 1,PUMP_001,51.1,76.1,89.6,11.76,0,0.15
2025-06-30 15:46:37,Line 1,CONV_001,58.1,101.0,90.2,13.31,0,0.15
2025-06-30 15:46:37,Line 1,ROBOT_001,41.2,105.0,100,14.24,0,0.51
2025-06-30 15:46:37,Line 2,PUMP_002,40.8,104.6,98.7,12.5,0,0.47
2025-06-30 15:46:37,Line 2,CONV_002,42.9,107.9,87.1,12.71,0,1.97
2025-06-30 15:46:37,Line 2,ROBOT_002,61.0,92.5,91.8,12.98,0,0.16
2025-06-30 16:01:37,Line 1,MOTOR_001,45.8,85.8,94.0,11.97,0,0.45
2025-06-30 16:01:37,Line 1,MOTOR_002,39.3,88.0,88.5,11.6,0,1.52
2025-06-30 16:01:37,Line 1,PUMP_001,43.5,73.3,90.5,11.74,0,0.83
2025-06-30 16:01:37,Line 1,CONV_001,51.6,85.4,88.5,12.98,0,1.39
